review,rating,final_text,sentiment
"Saya diberitahu anak saya. Anak saya nyari uang itu susah susah kumpulin sedikit sedikit udah enggak membantu malah minta transfer ATM ke akun gopay padahal kalau kirim balik ke ATM malah jadinya berkurang, enggak membantu, sekarang uangnya hilang, cari customer service atau wa cs susah di email & aplikasi & website. Saya kecewa banget dengan aplikasi ini dulu bagus anak saya kasih tahu sekarang jadi aplikasi enggak beres",1,diberitahu anak anak nyari uang susah susah kumpulin sedikit sedikit enggak bantu malah minta transfer atm akun gopay padahal kalau kirim balik atm malah jadi kurang enggak bantu sekarang uang hilang cari customer service wa customer service susah email aplikasi website kecewa banget aplikasi dulu bagus anak kasih tahu sekarang jadi aplikasi enggak beres,negatif
sangat baik,5,sangat baik,positif
Knapa ya gk bisa pakai gopay pinjam ada nya yg pakai bpkb kendraan.....semakin dipersulit skrg,2,knapa tidak pakai gopay pinjam pakai bpkb kendraan makin sulit sekarang,negatif
membantu saat diperlukan,5,bantu perlu,positif
sangat bagus,5,sangat bagus,positif
"saya berlangganan gojek plus sdh hampir 2 thn tpi tiba tiba di akun saya tdk ada muncul sama sekli diskon yg biasa saya nikmati padahal baru 3 hari yang lalu saya perpjng sdh chat cs ,ig tpi tdk ada penyelsaian dari gojek , betul betul gojek bikin saya kecewa",1,langgan gojek plus hampir thn tpi tiba tiba akun tidak muncul sama sekli diskon biasa nikmat padahal baru hari lalu perpjng chat customer service ig tpi tidak penyelsaian gojek betul betul gojek bikin kecewa,negatif
aplikasi ini sangat bagus dn membantu saya buat di perjalanan,5,aplikasi sangat bagus dn bantu buat jalan,positif
lumayan,4,lumayan,positif
"Aplikasi pemesanan Terbaik se INDONESIA, terimakasih Gojek gak buat hp eror seperti aplikasi sebelah",5,aplikasi mesan baik se indonesia terimakasih gojek tidak buat handphone error aplikasi belah,positif
driver bnyk yg krg bgs,1,driver banyak krg bgs,negatif
perjlnan nyaman drivernya juga ramah,5,perjlnan nyaman driver ramah,positif
apk nya lumayan membantu dari segi tranfer tapi untuk transportasi kadang lama atau dapet nya jauh bahkan beberapa kali saya pernah kena marah atau di atur sama driver nya karna harga dan satu lagi sayang riwayatnya permanen jadi menuhin ruangan penuh,2,aplikasi lumayan bantu segi tranfer transportasi kadang lama jauh bahkan beberapa kali pernah kena marah atur sama driver harga satu sayang riwayat permanen jadi menuhin ruang penuh,negatif
maaf harganya tidak fleksibel tolong turunkan,1,maaf harga tidak fleksibel turun,negatif
gojek tolong buat goride nya gausah pake banyak macem2 gojek murah lah gojek cepat lah gojek comfort lah RIBET jd lama dapat driver nya,1,gojek buat goride gausah pake banyak macem gojek murah gojek cepat gojek comfort ribet jadi lama driver,negatif
"bilangin ke driver nya, kalo emng ga mau ambil di cancel aja, ini udh nunggu lama kaga gerak",2,bilangin driver kalau emng tidak mau ambil cancel nunggu lama tidak gerak,negatif
"mantap, tepat waktu",5,mantap tepat waktu,positif
"aku kasih bintang 1 soalnya driver nya lamaaa,, ga dapat"" driver,, padahal aku pilih yang GoCar cepattt,, masa iyaa ga ada driver sama sekali?? niat kerja atau gak? sekalian aja hapus aja apk gojek gojeknya ini,, ga guna sama sekaliiii,, ga bermanfaat sama sekali dan tidak membantu sama sekali.",1,kasih bintang soal driver lamaa tidak driver padahal pilih gocar cepatt masa iyaa tidak driver sama sekali niat kerja tidak sekali hapus aplikasi gojek gojek tidak sama sekali tidak manfaat sama sekali tidak bantu sama sekali,negatif
"aplikasi gojek, no way forever. pelayanan costomer service nya lebih dari kata buruk, super buruk. ngong cs kok pakai robot ai. uninstal aplikasi selamanya i hate you forever. beralih ke aplikasi grab yang sdh saya gunakan dari dulu jauh lebih memuaskan sampai sekarang. yang jelas costomer service nya manusia asli bukan pakai robot ai kayak you gojek😡. aplikasi you sangat bobrok buruk👎 tidak ada solusi masalah yang jelas",1,aplikasi gojek no way forever layan costomer service lebih kata buruk super buruk ngong customer service kok pakai robot ai uninstal aplikasi lama hate you forever alih aplikasi grab guna dulu jauh lebih muas sekarang jelas costomer service manusia asli bukan pakai robot ai kayak you gojek aplikasi you sangat bobrok buruk tidak solusi masalah jelas,negatif
"Makin kesini makin susah cari driver, dari yang semula puas jadi makin malas pake aplikasi ini, so far pakai buat pesen makan kalau udah ke-maleman mau keluar, tapi makin kesini makin susah cari sriver. Jumlah driver di luar pulau Jawa (Kalimantan) banyakin jek, ini hampir tiap pesen di malam hari selalu susah cari driver food, mana nunggu pembatalannya se-jam. Mau order di aplikasi sebelah juga keburu tutup resto kalo nungguin batalan dari sini.",2,makin kesini makin susah cari driver mula puas jadi makin malas pake aplikasi so far pakai buat sen makan kalau maleman mau keluar makin kesini makin susah cari sriver jumlah driver luar pulau jawa kalimantan banyakin jek hampir tiap sen malam hari selalu susah cari driver food mana nunggu batal se jam mau order aplikasi belah keburu tutup resto kalau nungguin batal sini,negatif
cukup bagus mntap,5,cukup bagus mntap,positif
KECEWA BERAT,1,kecewa berat,negatif
"Tampilan pop up gojek menutup hampir seluruh layar, konsumen tidak bisa memantau perjalanan driver..",2,tampil pop up gojek tutup hampir seluruh layar konsumen tidak pantau jalan driver,negatif
fast rider,5,fast rider,positif
"gak lengkap gada daging duyung, malaas.",1,tidak lengkap gada daging duyung malaas,negatif
orderan nya mana kasih orderan orderan malah diperanyeb gila padahal ga pernah censel ga pernah lewatin tapi kenapa orderan jadi diperanyeb begini,5,order mana kasih order order malah diperanyeb gila padahal tidak pernah censel tidak pernah lewatin order jadi diperanyeb begini,positif
terpercaya,5,percaya,positif
"Lama banget dapet driver, nggak bisa dicancel, udah laper. Mending grab atau shopeefood aja",1,lama banget driver tidak dicancel laper mending grab shopeefood,negatif
Sangat Berguna,5,sangat guna,positif
senang sekali,5,senang sekali,positif
aplikasi ini sangat bagus untuk pemesanan layanan,5,aplikasi sangat bagus mesan layan,positif
driver gabisa di lacak. nyusahin. padahal krusial banget kalo lagi penting,1,driver tidak lacak nyusahin padahal krusial banget kalau penting,negatif
"tolong dong tambahin mode cash,soalnya kasian yng cuma punya cash🙏",2,tambahin mode cash soal kasi yng cuma punya cash,negatif
adanya Go-Jek saya merasa sangat senang karena sangat membantu,5,ada go jek rasa sangat senang sangat bantu,positif
sejauh ini blm ada kendala,5,jauh belum kendala,positif
"Titik jemputnya sesuai peta dan nama tempatnya, tarif sekarang lebih murah",5,titik jemput sesuai peta nama tempat tarif sekarang lebih murah,positif
"ga ribet kaya aplikasi sebelah, saat membayar menggunakan e-wallet di gopay sangat bagus dan bisa validasi ke tmen",5,tidak ribet kaya aplikasi belah bayar guna wallet gopay sangat bagus validasi tmen,positif
hebat,5,hebat,positif
"bagus² tapi setiap mesen ojek satu malah nambah,tolong benerin",5,bagus mesen ojek satu malah nambah benerin,positif
dengan adanya aplikasi ini banyak orang terbantu,5,ada aplikasi banyak orang bantu,positif
"Memudahkan,🥰👍",5,mudah,positif
sekarang promo nya dikit,3,sekarang promo dikit,netral
mantap tambah mantap kalo bisa pake gopay laternya,5,mantap tambah mantap kalau pake gopay laternya,positif
Mantap,5,mantap,positif
drivernya ramah,5,driver ramah,positif
Barang datang tepat waktu dan kurirnya Ramah dan Santun tks,5,barang datang tepat waktu kurir ramah santun tks,positif
Aplikasi kok sering error. Gak ada guna aplikasi ini....,1,aplikasi kok sering error tidak aplikasi,negatif
"pesen makan jam 10 malam, keseringan gadapet driver. masalahnya kalau sudah terlanjur mesen, terus gadapet driver disuruh nunggu sampai 2 jam baru bisa dibatalkan. udh laper, disuruh nunggu lama pula, dan gada pilihan, harus nunggu.",1,sen makan jam malam sering gadapet driver masalah kalau lanjur mesen terus gadapet driver suruh nunggu jam baru batal laper suruh nunggu lama gada pilih nunggu,negatif
RIBET,1,ribet,negatif
"nyusahin orang lapar, nunggu sampai satu jam gk dapat driver gofood.",1,nyusahin orang lapar nunggu satu jam tidak driver gofood,negatif
waktu pemesanan yanh sangat lamaa,1,waktu mesan yanh sangat lamaa,negatif
HEBAT...,5,hebat,positif
cukup puas,5,cukup puas,positif
"banyak promo,dimana mana ada",5,banyak promo mana,positif
Sangat membantu,5,sangat bantu,positif
cepat tanggap,5,cepat tanggap,positif
"Aplikasi nya Oke, Mudah Mendapatkan Driver nya, Lebih Nyaman Berkendara Dengan Gojek",5,aplikasi oke mudah dapat driver lebih nyaman kendara gojek,positif
"jujur aja, saya kecewa sama bang ojolnya saya minta dia anterin emak saya ke alamat yang udah saya pesen, ojolnya gatau alamat itu malah marahin emak saya mana minta ongkos 2x lipat pula, tolong perhatiin ada beberapa ojol yang gak bisa baca map malah marahin penumpang 🙏",2,jujur kecewa sama bang ojolnya minta anterin emak alamat sen ojolnya gatau alamat malah marahin emak mana minta ongkos lipat perhatiin beberapa ojol tidak baca map malah marahin tumpang,negatif
makin hari makin aneh ini aplikasi pesen gocar driver ga jalan lemottt,2,makin hari makin aneh aplikasi sen gocar driver tidak jalan lemott,negatif
sering doubel order saat pesen goride kan kasian gojek yang satunya harus di cancel,3,sering doubel order sen goride kan kasi gojek satu cancel,netral
"bagus sih sangat membantu di saat di butuhkan. tapi sayangnya aplikasi suka ga bisa di buka. kaya sekarang saya mau pergi, begitu buka aplikasi selalu kembali nutup. niat mau upgrate di play store ternyata TDK termasuk dalam daftar apk yg harus di upgrate. jadi susah dong....",3,bagus sangat bantu butuh sayang aplikasi suka tidak buka kaya sekarang mau pergi buka aplikasi selalu nutup niat mau upgrate play store nyata tidak masuk daftar aplikasi upgrate jadi susah,netral
menarik luar biasa,5,tarik luar biasa,positif
"Pesan GoCar, dari jam 06.25 sampai 07.27 belum datang drivernya, gila banget, nunggu selama 1 jam. Buangkeee",1,pesan gocar jam belum datang driver gila banget nunggu lama jam buangkee,negatif
"eh tolong donk untuk pembayaran bisa di ganti gopay coinku ada 2.200 an ilang gr gr salah milih terus juga pernah gopay ku kepake padahal ada cash kurang suka kalo gabisa diganti, kasian juga kalo harus cancel booking 😢",1,eh donk bayar ganti gopay coinku an ilang gr gr salah milih terus pernah gopay ku kepake padahal cash kurang suka kalau tidak ganti kasi kalau cancel booking,negatif
kenapa harus bohong saat mengambil pesanan,3,bohong ambil pesan,netral
mantapu jiwa,5,mantapu jiwa,positif
bagus tingkatkan lagi,5,bagus tingkat,positif
"beberapa kali pesanan gofood tiba-tiba dibatalkan, namun tidak ada tindaklanjut dari pihak gofood",1,beberapa kali pesan gofood tiba tiba batal tidak tindaklanjut pihak gofood,negatif
bagus sih walau kadang mau pesan gojek malam hari agak susah 😁,5,bagus walaupun kadang mau pesan gojek malam hari susah,positif
aplikasi jahanam pemeras keringat driver dibayar 5 sampai 6 ribu jauh sekali sampai 5 km kalian ketipu cs gojek oleh aplikator zolim kepada driver,1,aplikasi jahanam peras keringat driver bayar ribu jauh sekali kamu kalian tipu customer service gojek aplikator zolim driver,negatif
"driver di semarang emang dikit ya? pesanan ku telat mulu tapi aku ga dapet apa apa gitu, ya kalo telat di cancel gitu aja lo ga dpet diskon atau apa kek",2,driver semarang memang dikit pesan ku telat mulu tidak apa apa gitu kalau telat cancel gitu kamu tidak dpet diskon apa kek,negatif
Aplikasi sampah Tidak bisa daftar/login Hapus saja dari play store apl sampah gini,1,aplikasi sampah tidak daftar login hapus play store apl sampah gin,negatif
terbaik,5,baik,positif
"ruby saya habis di game bolak balok, tapi pas sampai 10.000 koin nya gak masuk sial",1,ruby habis game bolak balok pas koin tidak masuk sial,negatif
"Apk nya bagus kokk, cuman di bagian iklannya itu loh.. Saya pencet tanda ""x"" berkali"" ga kena-kena😭",4,aplikasi bagus kokk cuman bagi iklan loh pencet tanda kali tidak kena kena,positif
"sdh lama pakai aplikasi gojek sering di pakai pula rutin ,penawaran penawan selalu ada tapi pas ngajuin gopay later atau gopay pinjam rijek,wkwkw,kocak gak kaya aplikasi sebelah begitu mudah untuk pelanggan setia,tapi its okelah.",1,lama pakai aplikasi gojek sering pakai rutin tawar tawan selalu pas ngajuin gopay later gopay pinjam rijek wkwkw kocak tidak kaya aplikasi belah mudah langgan setia its oke,negatif
"Membantu sekali tp ko driver goride dan gocar nya gak sabar,gak ramah,gak hati2, saya anter orang tua k RS aja dicancel padahal gangnya cmn 10mtr,ngejemput anak sebentar pun ngomel2,sepanjang jalan, lamaran orang ky gt jgn diterima dong,(reputasi) kaya ngebut2 gt, kejar setoran ktnya,tp keselamatan no1. Rezeky udah ada yg ngatur bang",3,bantu sekali ko driver goride gocar tidak sabar tidak ramah tidak hati anter orang tua rs dicancel padahal gang cmn mtr ngejemput anak sebentar ngomel panjang jalan lamar orang ky gt jangan terima reputasi kaya ngebut gt kejar setor ktnya selamat no rezeky ngatur bang,netral
"ga bisa di pencet mau pilih menu, bintang 1 pun ga pantes dapet nih apk",1,tidak pencet mau pilih menu bintang tidak pantes nih aplikasi,negatif
Bagus,5,bagus,positif
ga jelas gabisa daftar ulang,1,tidak jelas tidak daftar ulang,negatif
user friendly,5,user friendly,positif
"Banyak promo tapi banyak bug juga, driver tangerang banyak yg nyebelin ramahan driver jakarta.",4,banyak promo banyak bug driver tangerang banyak nyebelin ramah driver jakarta,positif
muda dan hemat..niceeee,5,muda hemat nicee,positif
Semoga lebih baik lagi dan banyakin promo,5,moga lebih baik banyakin promo,positif
"sy setia pakai gojek krn goride ridernya sopan,lah..ini sdh 3x lg di phpin sm driver gocar,sampai 1 jam lamanya nunggu dan ngeselinnya sy order yg cepat byr lbh mahal tp atitude driver sok skali,cm perihal mslh titik jmpt sdh jelas2 lobby utama,lah dia jmpt sy di bwh tangga lobby yg jauh trs sok keras ngomongnya,asal batalin orderan lempar ke driver lain dgn tarif yg 2x lbh mahal?itu knp ya? mohon donk klo drivernya emg gak bisa dan gak jmpt cancel aja,gak ush sok gak butuh asal main ilang aja.",2,setia pakai gojek goride ridernya sopan phpin sama driver gocar jam lama nunggu ngeselinnya order cepat byr lbh mahal atitude driver sok skali cm perihal mslh titik jmpt jelas lobby utama jmpt bwh tangga lobby jauh terus sok keras ngomongnya asal batalin order lempar driver tarif lbh mahal mohon donk kalau driver memang tidak tidak jmpt cancel tidak ush sok tidak butuh asal main ilang,negatif
aplikasinya mantttaaaaapppp,5,aplikasi manttaapp,positif
"Saat ini gojek lgi kurg bersahabat ,, males saya pake jasa aplikasinya 👎 saya perbaiki saat ini GOJEK BAIK pesan saya jgn dzolim ya sama drivernya harus jujur dlm pendapatan dan transfaran dlm bekerjasama terima kasih",5,gojek kurg sahabat males pake jasa aplikasi baik gojek baik pesan jangan dzolim sama driver jujur dlm dapat transfaran dlm bekerjasama terima kasih,positif
"aplikasi yang menurut aku udh bagus bgt sih. tapi plis, adain metode pembayaran saldo gopay + cash dong. kadang pernah tuh mau pake tunai kurang mau pake saldo juga kurang. kalo bisa di gabung kan enak tuh",5,aplikasi bagus banget plis adain metode bayar saldo gopay cash kadang pernah tuh mau pake tunai kurang mau pake saldo kurang kalau gabung kan enak tuh,positif
mantep,5,mantep,positif
tingkatkan terus supaya jadi lebih baik,5,tingkat terus jadi lebih baik,positif
okok,5,okok,positif
"gabisa apus foto yaampun min,terus lagi milih foto dari galeri pas salah pencet. malah langsung auto kekirim,akhirnua foto tanpa nutup aurat yg kepencet malah kekirim ke ojek nya. .tolong di perbaiki dalam hal ini min.",4,tidak apus foto yaampun admin terus milih foto galeri pas salah pencet malah langsung auto kirim akhirnua foto tanpa nutup aurat pencet malah kirim ojek baik admin,positif
