review,rating,date,thumbsUpCount,reviewCreatedVersion
dengan adanya aplikasi ini banyak orang terbantu,5,2026-08-26 17:44:43,0,5.73.2
"Memudahkan,🥰👍",5,2026-08-26 16:53:47,0,5.73.2
sekarang promo nya dikit,3,2026-08-26 16:12:28,0,5.73.2
mantap tambah mantap kalo bisa pake gopay laternya,5,2026-08-26 15:42:23,0,
Mantap,5,2026-08-26 15:17:33,0,
drivernya ramah,5,2026-08-26 15:13:33,0,5.73.2
Barang datang tepat waktu dan kurirnya Ramah dan Santun tks,5,2026-08-26 15:12:25,0,5.74.1
Aplikasi kok sering error. Gak ada guna aplikasi ini....,1,2026-08-26 14:22:58,0,5.74.1
"pesen makan jam 10 malam, keseringan gadapet driver. masalahnya kalau sudah terlanjur mesen, terus gadapet driver disuruh nunggu sampai 2 jam baru bisa dibatalkan. udh laper, disuruh nunggu lama pula, dan gada pilihan, harus nunggu.",1,2026-08-26 13:29:22,0,5.73.2
RIBET,1,2026-08-26 12:22:03,0,
"nyusahin orang lapar, nunggu sampai satu jam gk dapat driver gofood.",1,2026-08-26 12:06:44,0,5.74.1
waktu pemesanan yanh sangat lamaa,1,2026-08-26 11:45:39,0,5.73.2
HEBAT...,5,2026-08-26 11:38:13,0,
cukup puas,5,2026-08-26 11:36:22,0,
"banyak promo,dimana mana ada",5,2026-08-26 10:48:09,0,5.73.2
Sangat membantu,5,2026-08-26 10:19:30,0,5.73.2
cepat tanggap,5,2026-08-26 09:46:23,0,
"Aplikasi nya Oke, Mudah Mendapatkan Driver nya, Lebih Nyaman Berkendara Dengan Gojek",5,2026-08-26 09:40:24,0,5.58.1
"jujur aja, saya kecewa sama bang ojolnya saya minta dia anterin emak saya ke alamat yang udah saya pesen, ojolnya gatau alamat itu malah marahin emak saya mana minta ongkos 2x lipat pula, tolong perhatiin ada beberapa ojol yang gak bisa baca map malah marahin penumpang 🙏",2,2026-08-26 09:19:04,0,5.74.1
makin hari makin aneh ini aplikasi pesen gocar driver ga jalan lemottt,2,2026-08-26 09:15:20,0,5.74.1
sering doubel order saat pesen goride kan kasian gojek yang satunya harus di cancel,3,2026-08-26 08:39:48,0,5.73.2
"bagus sih sangat membantu di saat di butuhkan. tapi sayangnya aplikasi suka ga bisa di buka. kaya sekarang saya mau pergi, begitu buka aplikasi selalu kembali nutup. niat mau upgrate di play store ternyata TDK termasuk dalam daftar apk yg harus di upgrate. jadi susah dong....",3,2026-08-26 08:37:25,1,5.73.2
menarik luar biasa,5,2026-08-26 08:37:03,0,5.73.2
"Pesan GoCar, dari jam 06.25 sampai 07.27 belum datang drivernya, gila banget, nunggu selama 1 jam. Buangkeee",1,2026-08-26 08:28:25,0,3.48.2
"eh tolong donk untuk pembayaran bisa di ganti gopay coinku ada 2.200 an ilang gr gr salah milih terus juga pernah gopay ku kepake padahal ada cash kurang suka kalo gabisa diganti, kasian juga kalo harus cancel booking 😢",1,2026-08-26 08:20:46,0,5.73.2
kenapa harus bohong saat mengambil pesanan,3,2026-08-26 08:06:59,0,5.73.2
mantapu jiwa,5,2026-08-26 07:23:12,0,5.71.1
bagus tingkatkan lagi,5,2026-08-26 06:34:28,0,5.74.1
"beberapa kali pesanan gofood tiba-tiba dibatalkan, namun tidak ada tindaklanjut dari pihak gofood",1,2026-08-26 03:42:35,0,5.72.1
bagus sih walau kadang mau pesan gojek malam hari agak susah 😁,5,2026-08-26 02:54:41,0,5.73.2
aplikasi jahanam pemeras keringat driver dibayar 5 sampai 6 ribu jauh sekali sampai 5 km kalian ketipu cs gojek oleh aplikator zolim kepada driver,1,2026-08-26 01:22:49,0,
"driver di semarang emang dikit ya? pesanan ku telat mulu tapi aku ga dapet apa apa gitu, ya kalo telat di cancel gitu aja lo ga dpet diskon atau apa kek",2,2026-08-26 00:14:55,0,5.73.2
Aplikasi sampah Tidak bisa daftar/login Hapus saja dari play store apl sampah gini,1,2026-08-25 23:51:46,0,
👍🏼,5,2026-08-25 23:36:06,0,5.73.2
terbaik,5,2026-08-25 22:50:29,0,5.73.2
"ruby saya habis di game bolak balok, tapi pas sampai 10.000 koin nya gak masuk sial",1,2026-08-25 22:24:47,0,5.72.1
"Apk nya bagus kokk, cuman di bagian iklannya itu loh.. Saya pencet tanda ""x"" berkali"" ga kena-kena😭",4,2026-08-25 21:56:29,0,
"sdh lama pakai aplikasi gojek sering di pakai pula rutin ,penawaran penawan selalu ada tapi pas ngajuin gopay later atau gopay pinjam rijek,wkwkw,kocak gak kaya aplikasi sebelah begitu mudah untuk pelanggan setia,tapi its okelah.",1,2026-08-25 21:53:29,0,5.73.2
"Membantu sekali tp ko driver goride dan gocar nya gak sabar,gak ramah,gak hati2, saya anter orang tua k RS aja dicancel padahal gangnya cmn 10mtr,ngejemput anak sebentar pun ngomel2,sepanjang jalan, lamaran orang ky gt jgn diterima dong,(reputasi) kaya ngebut2 gt, kejar setoran ktnya,tp keselamatan no1. Rezeky udah ada yg ngatur bang",3,2026-08-25 21:32:12,0,5.73.2
"ga bisa di pencet mau pilih menu, bintang 1 pun ga pantes dapet nih apk",1,2026-08-25 21:20:06,1,5.73.2
Bagus,5,2026-08-25 20:19:00,0,5.73.2
ga jelas gabisa daftar ulang,1,2026-08-25 20:15:27,0,5.73.2
user friendly,5,2026-08-25 20:11:15,0,5.73.2
👎,1,2026-08-25 20:00:28,0,5.73.2
"Banyak promo tapi banyak bug juga, driver tangerang banyak yg nyebelin ramahan driver jakarta.",4,2026-08-25 19:57:46,0,5.73.2
muda dan hemat..niceeee,5,2026-08-25 19:44:24,0,5.73.2
Semoga lebih baik lagi dan banyakin promo,5,2026-08-25 19:20:31,0,5.52.1
"sy setia pakai gojek krn goride ridernya sopan,lah..ini sdh 3x lg di phpin sm driver gocar,sampai 1 jam lamanya nunggu dan ngeselinnya sy order yg cepat byr lbh mahal tp atitude driver sok skali,cm perihal mslh titik jmpt sdh jelas2 lobby utama,lah dia jmpt sy di bwh tangga lobby yg jauh trs sok keras ngomongnya,asal batalin orderan lempar ke driver lain dgn tarif yg 2x lbh mahal?itu knp ya? mohon donk klo drivernya emg gak bisa dan gak jmpt cancel aja,gak ush sok gak butuh asal main ilang aja.",2,2026-08-25 19:04:06,0,5.73.2
aplikasinya mantttaaaaapppp,5,2026-08-25 19:01:48,0,5.67.2
"Saat ini gojek lgi kurg bersahabat ,, males saya pake jasa aplikasinya 👎 saya perbaiki saat ini GOJEK BAIK pesan saya jgn dzolim ya sama drivernya harus jujur dlm pendapatan dan transfaran dlm bekerjasama terima kasih",5,2026-08-25 18:30:47,0,3.53.1
"aplikasi yang menurut aku udh bagus bgt sih. tapi plis, adain metode pembayaran saldo gopay + cash dong. kadang pernah tuh mau pake tunai kurang mau pake saldo juga kurang. kalo bisa di gabung kan enak tuh",5,2026-08-25 18:07:10,0,
mantep,5,2026-08-25 17:29:56,0,5.73.2
tingkatkan terus supaya jadi lebih baik,5,2026-08-25 17:22:58,0,5.73.2
okok,5,2026-08-25 17:14:34,0,5.56.2
"gabisa apus foto yaampun min,terus lagi milih foto dari galeri pas salah pencet. malah langsung auto kekirim,akhirnua foto tanpa nutup aurat yg kepencet malah kekirim ke ojek nya. .tolong di perbaiki dalam hal ini min.",4,2026-08-25 16:13:09,0,
Selalu kalau pesan kendaraan di daerahku susah sekali.. Mau pakai harga murah atau mahal tetep susah. Padahal Surabaya bagian barat dan bukan pinggiran/perbatasan.,2,2026-08-25 16:11:45,0,5.73.2
sistem operasi jelek,1,2026-08-25 15:54:47,0,5.73.2
"bener bener telat mulu, driver juga banyak yg gmau ambil aneh",1,2026-08-25 15:53:50,0,5.73.2
"Aplikasi JELEK, saya pengguna lama transaksi selalu pake gopay sedangkan mau pengajuan gopay Pinjam daro Awal daftar selalu ditolak. cari keuntungan sendiri",5,2026-08-25 15:22:57,1,
"apkny udh bgus tpi iklannya kdng ngeselin, pdhl udh pencet tanda x tpi mlh ke apk ny, sampe berkali-kali",4,2026-08-25 15:07:43,0,5.73.2
padahal ada driver di sebelah TPI gak nyangkut2 Mlah aplikasi bilang driver lagi sibuk padahal bnyak driver di sebelah lagi kosong,1,2026-08-25 14:58:59,1,5.73.2
"Pelayanan bagus,tepat waktu 👍👍",5,2026-08-25 14:26:10,0,5.73.2
lopyu gojek,5,2026-08-25 14:24:34,0,
apk tolol,1,2026-08-25 14:23:26,0,
Good Job,5,2026-08-25 14:09:39,0,
Pokoknya suka dan suka aplikasi ini sangat membantu dahh pokoknya 👍🏼👍🏼👍🏼⭐⭐⭐⭐⭐,5,2026-08-25 14:06:18,0,5.73.2
"BIAYA GOJEK MAKIN MAHAL ONGKOSNYA JUGA GAK NGIRA"" LAH. DAH MALAS MESAN MAKANAN DARI GOJEK INI.",1,2026-08-25 13:59:41,0,
"Updatean apa lagi ini? Masa diskon ongkir udah ilang? Fitur ongkir reguler juga hilang. Tau nih, penggantinya yang ongkir hemat kan? Sayangnya mulai dibatasi sih. Ada yang gak bisa karena terlalu jauh, ada juga yang harus pilih 10 menu. Biasanya beli makanan terasa murah banyak diskon, skg rasanya beli sedikit aja jadi mahal.",1,2026-08-25 13:30:20,34,5.73.2
best dech...,5,2026-08-25 13:17:40,0,5.73.2
kemahalan ongkir gojek 13000 radius 3 km pertimbangkan,1,2026-08-25 13:17:21,0,5.74.1
please tim it mohon tambahkan fitur pencarian lokasi berdasarkan titik koordinat agar memudahkan pencarian & pengiriman lokasi di peta,4,2026-08-25 13:16:27,1,5.73.2
puass...,5,2026-08-25 13:02:27,0,5.73.2
cukup bagus tapi utk pesan makanan nya lumayan harganya lebih mahal daripada aplikasi sebelah dan ongkir nya jg mahal,4,2026-08-25 12:59:38,0,
banyakin promo nya ya gojek biar jdi langganan setia pakai aplikasi ini😄,5,2026-08-25 12:54:48,0,5.73.2
pengalaman cepet banget,5,2026-08-25 12:36:48,0,5.73.2
baguuss,5,2026-08-25 12:29:43,0,5.73.2
"Semua dijadiin multi, gofood juga sama digabung",1,2026-08-25 12:14:56,0,
"sudah 6x pembelian di gofood ga pernah sampai dapet driver kenapa sih? padahal di jogja banyak driver, giliran yang goride cepet dapetnya, giliran gofood ga pernah dapet driver yang nganter makanannya sampe 6x lo, kenapa sih ni gojek, mending ke shoope food aja kalau gini trrus",2,2026-08-25 11:44:28,0,5.73.2
baik dan ramah,5,2026-08-25 11:39:40,0,
"tolong tambah kan metode QRIS untuk membayar, agar pelanggan yang tidak mempunyai uang cash bisa tetap membeli dan membayar tanpa harus repot-repot mengambil uang di ATM",3,2026-08-25 11:38:25,1,5.73.2
"suka sekali menggunakan gojek, harganya juga murah, drivernya baik dan jika ada masalah dengan pembayaran, gojek selalu sigap menyelesaikan masalah tersebut.terima kasih gojek kedepannya harus lebih baik ya ,semangat untuk maju dan berkembang",5,2026-08-25 11:10:29,0,5.73.2
sebagai pemakai go food...biaya2 jgn dimahalin plz. disc go food jg mohon di buat sebaik mungkin utk kita2 dijaman ekonomi sprti ini. trims,4,2026-08-25 10:53:12,0,5.73.2
"setiap beli tiket commuter line pasti error/bug mulu, tolong perbaiki ya",1,2026-08-25 10:42:12,0,
"untukdaerah bumiayu purokerto aktifkan simyalnya,.",5,2026-08-25 10:35:08,0,5.52.1
Driver baik dan ramah 👍,5,2026-08-25 09:42:29,0,5.73.2
Alhamdulillah panggil Driver Gojek cepat sampai tidak menunggu sampai berlama lama.,5,2026-08-25 09:26:52,0,5.70.1
membantu,5,2026-08-25 09:24:15,0,
"gak jelas udah nunggu lewat 1 jam tiba"" di batalin",1,2026-08-25 08:30:59,0,5.73.2
"saya di sini sempat memilih gocar saya lihat harganya 5k ini kan murah ya bahkan lebih murah dari goride yang 7k jadi saya coba dong, karena lebih murah. sehabis saya selesai berkendara ternyata yang di tarik 20k tolong dong benarkan kenapa harga yang tercantum tidak sesuai dengan yang di tarik gojek nya tolong jangan sampai ada kejadian kayak gini lagi dan saya tidak ikhlas duit saya 15k ilang karena eror seperti itu",1,2026-08-25 08:06:41,0,5.73.2
"payah banget buat game game hadiahnya. game Gol Gol Gol berat banget, Laris Mawnis udh toko ke 4 malah gak bisa dibuka seminggu ini, di game Bolak Balok mereka yang bikin balok balok aneh sampe 6x6, giliran bisa dapetin lebih dari 6 baris sekaligus malah dikira cheat, terus gak dapet hadiahnya",1,2026-08-25 06:39:03,0,5.73.2
"saya kecewa setiap weekend atau libur tgl merah saya selalu kesulitan pesan gojek di waktu subuh sekalinya dapat tapi map nya ga jalan2, atau sekalinya jalan menjauh tapi seringnya memang ga ada sama sekali. terutama di wilayah Cimanggis bojonggede",5,2026-08-25 05:55:32,1,5.73.2
"dikasih limit 200k gopinjam, diajuin ditolak mulu wkwkwkww, aneh",1,2026-08-25 05:12:16,0,5.73.2
"saya mesan gofood lama sekali dapet drivernya hampir 1 jam baru dapat driver, tolong diperbaiki",1,2026-08-25 03:51:40,0,5.71.1
makin kesini suka batal sendiri kadang driver nya g gerak harus nunggu lama baru gerak,3,2026-08-25 02:35:31,0,5.73.2
"wadduh lama bet pesanannya ujung2nya terbatalkan,masih bagus gojek dulu",1,2026-08-25 02:29:32,0,5.73.2
"gara gara ni apk, gw nunggu"" makanannya dateng, udah mesen sampe di ui menunggu makanan, sampe tokonya tutup pun pembelianku masih stuck, kecewa banget, mana ini pertama kali pakai lagi setelah 9 bulan ga pakai, biasa kalau lagi mesen toko tutup bakal di dikasihtau atauga ada notif, lha ini ngga satu jam nunggu, udah bayar pake debit, sampe tokonya tutup ternyata ga jalan, mana gada pemberitahuan, kecewa banget, mana gw udah langganan gojek plus nyesel sumpah, kecewa gw.., makin jelek.",1,2026-08-25 02:16:11,0,5.73.2
sangatlah baik,5,2026-08-25 01:59:18,0,5.73.2
ini kenapa dah kok tiba tiba ada transaksi sih 99.900 ribu di gojek buat Roblox pula perasaan kagak pernah transaksi dah ini gemana sistem nya tolong dong min kalo ada transaksi tuh konversi dulu sama kita atau gemana ini kan sama aj hilang duit kita niat nya mah mau di simpem buat dana darurat malah ke pake transaksi GK jelas,1,2026-08-25 01:53:10,0,
nyari driver lama anjir,1,2026-08-25 00:47:15,1,
terbaik!,5,2026-08-25 00:02:20,0,5.73.2
gara gara iklan ini apk ngulang lagi game gw dri awal 4su emng,1,2026-08-24 23:58:47,0,
"Sekali Gojek..., ya tetap Gojek... 👍👍👍",5,2026-08-24 23:56:36,0,5.69.1
"pake hemat driver nya bs lebih dr 2km mending ilangin hemat klo nyusahin konsumen kt pilih krn ada fitur nya tp jgn gila dong masa iya driver nya lebih dr 1 km,maximal kyk grab dong 500m payah",1,2026-08-24 23:16:00,1,5.73.2
"kapan itu bisa digunain lagi telat 1 hari juga ttp bayar ,GK bisa dipake limit naik",4,2026-08-24 23:14:56,49,4.98.1
"Aplikasi nya jelek bgt setiap pesen udah nunggu lama"" di batalin",1,2026-08-24 22:41:27,1,5.73.2
sangat membantu sekali,5,2026-08-24 22:35:58,0,5.73.2
"Terimakasih banyak gojek, di bulan agustus ini banyak promonyaa. subsidi dan cashback, semoga selalu berjaya untuk gojek 🥰",5,2026-08-24 22:31:44,0,
"parah si akhir akhir ini. apalagi soal fitur anter murah, sering restoran dah siapin makanan tp g dapat2 driver, ada juga tiba tiba alamatnya loncat jauh bgt, aneh pokoknya skrg aplikasinya",1,2026-08-24 22:16:05,1,5.73.2
ketika masuk gofood selalu wifi jelek atau tidak ada jaringan pdhal sinyal bagus . ada pengantaran double membuat menjadi lama . driver tak pernah kirim pesan jika pesan antaran double.,2,2026-08-24 22:12:41,1,5.73.2
josss,5,2026-08-24 22:12:09,0,5.73.2
"nungguin lama lama driver gak ada, kocak",1,2026-08-24 21:48:08,1,5.73.2
tarif gojek naik 38%?????? woow 😆😆😆,1,2026-08-24 21:38:21,0,5.71.1
"kenapa gojek nyebelin yaa sekarang, padahal pake gojek dah lama bgt lebih dr 5th, songong banget ada vocher goride murah percuma ga dpt2,kecuali pilih yg goride cepat itu juga songong2 drivernya suka cancel cuma gara2 minta tolong lepas jaket karna tempat penjemputan deket opang, sebel banget di saat capekk turun dari bus pesen gojek susah ngeselin, akhirnya pake apk lain aja lebih murah cepet lagi tolong di perbaiki dong gojek ngapain adain goride hemat2 tp susah,nyebelin ngeselin, capek",1,2026-08-24 21:20:40,0,5.71.1
aplikasi nyiksa driver,1,2026-08-24 21:05:23,1,5.73.2
Nipu acara hajatan gopay pinjam,1,2026-08-24 20:01:02,0,
"system nya parah,program nya parah,aturan nya jg parah,tiap hari online masa gk pernah dpt orderan nya,,apakah sudah mau habis masa jaya nya karya anak bangsa ini?gila aja ini jd driver,24 jam full di onlinenin gx dpt 1x pun order masuk?bahkan 1 bln onlin aja bs terhitung orderan yg masuk di akun gw ini..tp aturan2 yg di kluarkan malah hrs di patuhi.aneh bgt",1,2026-08-24 19:30:51,1,5.73.2
Transportasi jdi mudah praktis dan cepet,5,2026-08-24 19:26:01,0,5.69.1
helpfull,5,2026-08-24 18:34:00,0,
murahh,5,2026-08-24 18:33:01,0,
"kurang ajar emang, bekali kali order sampai resto baruasuk kasihan driver nya jauh jauh ngambil sampe resto baru masuk. pakai hati kalian sedikit!",1,2026-08-24 17:47:09,0,
"CARI DRIVER SUSAH BANGET , dapet driver jauh jauh trus pdhal banyak yang deket, kalo gabisa harusnya langsung batalin aja gausah nunggu sistem otomatis yg batalin. perbaiki deh sistemnya dan drivernya",1,2026-08-24 17:40:47,1,5.73.2
saya minta para driver motor dan mobil harus hubungi langsung ke konsumen,5,2026-08-24 16:58:09,0,5.73.2
mantab,5,2026-08-24 16:57:02,0,5.73.2
klw order ko jauh2 ya drivernya coba kyk grab deket2.,5,2026-08-24 16:53:08,0,5.74.1
"klo masang iklan di luar yang bener, gimana itu timnya",3,2026-08-24 16:26:33,0,5.65.1
Udah males pakai gojek.. tarif mhal makin mahal.. ya kali jarak 2 kilo..ongkir 35ribu. Biaya penanganan 7ribu Mending e sebelah aja ... knapa driver nelpun kdang mau ada dering kadang ngak herann,1,2026-08-24 16:21:46,1,5.73.2
Good sangat membantu,5,2026-08-24 15:54:54,0,5.73.2
"pelayanan driver gofood sama sekali ga ramah, marah marah karena sy bertanya kenapa pesanan sy terlambat",1,2026-08-24 15:51:55,0,
"Buset deh sejak pagi GoCats masih belum bisa dibuka juga, keburu modar ini kucingnya 😂",1,2026-08-24 15:43:39,0,5.73.2
udah 2 kali order dibatalin Mulu nunggunya 2jam pula protes ke cs cuma dibatalin pesanannya,1,2026-08-24 15:21:05,0,5.73.2
"akhir2 ini aga kurang respect ya smaa drivernya.aku cancel karna dia lama,memang aku pake gojek plus yg lumayan murah pricenya.trnyta pas aku cancel dia udh dateng ga respect dia negur aku dibanyak orang bilang ""lain kali yang sabar ya .kaka enak bisa dapet orderan cepet lah kita klo udh di cancel suka lama dapet customer lgi, "" pake nada lumayan keras dan buat aku malu emg pricenya murah tapi kan nnti juga aku bakal kasih tip.ya semoga ga terulang negur customer di depan orang banyak thanks",2,2026-08-24 15:17:13,0,5.73.2
aplikasi lifesaver,5,2026-08-24 14:55:49,0,5.73.2
sekarang sering bgt pake ini,5,2026-08-24 14:35:13,0,
"perbaiki server kalian, kalau perlu tiap kabupaten ada 1 servernya. Dapat driver dari jauh mulu, ada driver yg didepan mata, malah di oper ke yg jauh",1,2026-08-24 14:19:06,1,5.73.2
sangat membantu kegiatan sekolah anak saya,5,2026-08-24 13:53:41,0,4.62.2
pak tolong driver ojek suruh cek HP ada HP penumpang yg ketinggalan atas nama khnza,1,2026-08-24 13:44:41,0,
tolong IKLAN NYA MENGGANGU KERJAAN SAYA TER CLOSE GARA GARA IKLAN INI,1,2026-08-24 13:44:38,0,
loading gak ngotak lalot lemot,1,2026-08-24 13:14:57,1,5.73.2
"kenapa ini check-in point gabisa dibuka, gopet juga gabisa dibuka karena masalah jaringan dan server error",5,2026-08-24 13:13:40,0,5.73.2
suka,4,2026-08-24 12:51:29,0,5.73.2
layanan Baik,5,2026-08-24 12:48:26,0,5.73.2
KA tolong hp saya ketingalan di mobil grab,1,2026-08-24 12:47:38,0,5.73.2
keren kamu gojek,5,2026-08-24 12:09:28,0,5.73.2
Aman dan Nyaman,5,2026-08-24 12:05:56,0,5.72.1
ok semuanya,5,2026-08-24 11:36:04,0,5.73.2
biaya makanan naiknya terlalu tinggi dari harga asli. masih ada biaya penanganan. hadeeehhh,3,2026-08-24 11:18:34,1,5.73.2
"selalu jadi kebutuhan ku aplikasi ini,the best",5,2026-08-24 11:04:00,0,5.73.2
👍👍👍,5,2026-08-24 10:56:58,0,
tidak memuaskan,1,2026-08-24 10:40:08,0,
berangkat lebih awal biar cepet nyampainya malah dapat driver jauh banget padahal yang dekat ada,1,2026-08-24 10:12:48,1,5.73.2
"karena sepeda motor harus overhaul maka saya gunakan gojek untuk pergi ke kantor, kecepatan sedang dan saya sampai di kantor dengan selamat",5,2026-08-24 09:41:37,0,
sangat ngebantu saya,5,2026-08-24 09:21:12,0,5.73.2
driver nya di bina dulu sebelum ke jalan,1,2026-08-24 09:15:02,0,
"APLIKASI GO-JEK DAN TOKOPEDIA SAMA AJA, SAMA SAMA GA JELAS PELAYANAN CUSTOMER SERVICE NYA.",1,2026-08-24 08:38:32,1,5.73.2
"kenapa tidak bisa masuk di aplikasi gojek padahal dirumah pakai wifi,mohon diperbaiki bug nya 👏",2,2026-08-24 08:28:20,0,5.73.2
